X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE,RESUNITS,CONSTRUCTVALUE,PROPINFOVALUE_WARD
597409.660890003,4797757.98729,878,421 BRANT ST.   ,M3 Multi-Res (Part 3),19-010848,2023/05/10 00:00:00+00,2023/06/13 00:00:00+00,New,Apartment,Final,,0,0,2
597409.660890003,4797757.98729,879,421 BRANT ST.   ,M3 Multi-Res (Part 3),19-010848,2025/04/07 00:00:00+00,2025/04/10 00:00:00+00,Renovation (No ZC Reqd),Apartment,Final,,0,0,2
597409.660890003,4797757.98729,880,421 BRANT ST.   ,M3 Multi-Res (Part 3),24-009735,2024/05/16 00:00:00+00,2024/07/11 00:00:00+00,Maglocks (No ZC Reqd),Apartment,Final,,0,8000,2
597409.660890003,4797757.98729,881,421 BRANT ST.   ,CP Commercial,25-002309,2025/06/19 00:00:00+00,2025/06/24 00:00:00+00,Renovation,Office,Final,ZC-832/24,,0,2
597409.660890003,4797757.98729,882,421 BRANT ST.   ,CP Commercial,25-006901,2025/04/23 00:00:00+00,2025/07/29 00:00:00+00,Sprinkler/Standpipe System (No ZC Reqd),Office,Final,,,25600,2
597409.660890003,4797757.98729,884,421 BRANT ST.   ,CP Commercial,25-002309,2025/02/06 00:00:00+00,2025/03/03 00:00:00+00,Renovation,Office,Final,ZC-832/24,,700000,2
597409.660890003,4797757.98729,885,421 BRANT ST.   ,CP Commercial,24-021594,2024/11/01 00:00:00+00,2024/12/23 00:00:00+00,Renovation,Restaurant,Final,ZC-709/24,,3300000,2
594847.906510002,4799924.99105,886,1340 BRANT ST.   ,IP Industrial,24-009686,2024/05/15 00:00:00+00,2024/06/11 00:00:00+00,Demolition- Partial Building,Storage Garage,Final,,,15000,1
594847.906510002,4799924.99105,888,1340 BRANT ST.   ,CP Commercial,25-001170,2025/01/17 00:00:00+00,2025/02/10 00:00:00+00,Renovation,Commercial - Business/Personal Serv.,Final,ZC-824/24,,40000,1
594097.875000002,4800675.0,890,2070 BRANT ST.  UNIT 5,M9 Multi-Res (Part 9),24-013069,2024/07/03 00:00:00+00,2024/07/19 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Final,,0,50000,1
586413.000000002,4807761.0,891,6380 BRECKENRIDGE PL.   ,SO Other Single Detached Dwelling,24-003537,2024/02/28 00:00:00+00,2024/03/18 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,3
601105.941840002,4801888.09188,892,4455 BRECKONGATE CRT.   ,SO Other Single Detached Dwelling,26-008680,2026/05/07 00:00:00+00,2026/06/03 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,85000,4
601124.546600002,4801880.87608,893,4457 BRECKONGATE CRT.   ,SO Other Single Detached Dwelling,25-013372,2025/07/18 00:00:00+00,2025/10/03 00:00:00+00,New,Accessory Building,Issued,,0,50000,4
595707.125000002,4801431.0,895,1423 BRENNER CRES.   ,SF New Single Detached Dwelling,24-005514,2024/08/21 00:00:00+00,2024/09/03 00:00:00+00,New,Single Detached Dwelling,Final,ZC-060/24,0,0,3
595707.125000002,4801431.0,896,1423 BRENNER CRES.   ,SF New Single Detached Dwelling,24-005514,2025/07/09 00:00:00+00,2025/09/08 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-060/24,1,5000,3
595707.125000002,4801431.0,898,1423 BRENNER CRES.   ,SO Other Single Detached Dwelling,24-006528,2024/04/08 00:00:00+00,2024/04/16 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,15000,3
595702.750000002,4801589.0,900,1471 BRENNER CRES.   ,PL Plumbing,25-022322,2025/11/24 00:00:00+00,2025/12/02 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6000,3
595622.116980002,4801512.88107,902,1446 BRENNER CRT.   ,SO Other Single Detached Dwelling,23-006750,2023/04/21 00:00:00+00,2023/05/03 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-056/22,0,200000,3
596641.437480003,4798184.5,903,707 BRENTWOOD DR.   ,SO Other Single Detached Dwelling,24-003817,2024/03/04 00:00:00+00,2024/05/29 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-016/24,1,45000,2
598164.812480003,4799558.0,904,3029 BRIARWOOD CRES.   ,SO Other Single Detached Dwelling,25-007742,2025/05/06 00:00:00+00,2025/06/06 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-027/25,0,220000,4
598164.812480003,4799558.0,905,3029 BRIARWOOD CRES.   ,PL Plumbing,25-003494,2025/02/27 00:00:00+00,2025/03/11 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,20000,4
597763.360390002,4798514.02009,906,506 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,23-016541,2023/08/22 00:00:00+00,2023/09/08 00:00:00+00,Renovation,Single Detached Dwelling,Issued,ZC-203/23,0,100000,2
597732.923680002,4798551.3347,907,520 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,25-008513,2025/09/08 00:00:00+00,2025/09/15 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,0,2
597732.923680002,4798551.3347,908,520 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,25-008513,2025/05/15 00:00:00+00,2025/06/23 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,10000,2
597732.923680002,4798551.3347,909,520 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,26-002309,2026/02/06 00:00:00+00,2026/03/16 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-019/26,0,76000,2
597606.808670002,4798692.88755,910,567 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,22-019106,2022/09/01 00:00:00+00,2022/10/03 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-026/22,0,200000,2
597575.308670002,4798659.88755,911,571 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,25-020919,2025/11/03 00:00:00+00,2025/11/25 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-759/25,0,250000,2
597853.314990003,4798432.49043,912,474 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,24-023701,2024/12/06 00:00:00+00,2024/12/06 00:00:00+00,New,Accessory Building,Final,ZC-439/24,0,15000,2
597877.101160002,4798466.32241,915,475 BRIDGMAN AVE.   ,SO Other Single Detached Dwelling,22-023979,2022/11/16 00:00:00+00,2022/12/05 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,25000,2
600736.150810002,4803373.53894,917,638 BRIDLE WOOD   ,PL Plumbing,24-016900,2024/08/22 00:00:00+00,2024/08/26 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,9000,5
600883.731890002,4803082.9453,918,582 BRIDLE WOOD   ,SO Other Single Detached Dwelling,23-013179,2023/07/06 00:00:00+00,2023/07/14 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,125000,5
600889.810280003,4803142.78751,919,591 BRIDLE WOOD   ,SO Other Single Detached Dwelling,25-014223,2025/07/29 00:00:00+00,2025/08/15 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,30000,5
596759.644140002,4799841.25495,920,2310 BRINELL AVE.   ,SO Other Single Detached Dwelling,23-008038,2023/05/08 00:00:00+00,2023/05/25 00:00:00+00,Renovation (No ZC Reqd),Detached Garage,Final,,0,1500,2
596767.770080002,4799912.03998,921,2323 BRINELL AVE.   ,SO Other Single Detached Dwelling,23-008462,2023/05/12 00:00:00+00,2023/06/30 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-068/23,0,300000,2
596825.019140002,4799908.25495,922,2334 BRINELL AVE.   ,SO Other Single Detached Dwelling,23-008888,2023/05/16 00:00:00+00,2023/05/31 00:00:00+00,New,Detached Garage,Issued,ZC-544/22,0,75000,2
596825.019140002,4799908.25495,923,2334 BRINELL AVE.   ,SO Other Single Detached Dwelling,23-008905,2023/05/17 00:00:00+00,2023/06/25 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-544/22,0,150000,2
596862.283480003,4799949.392,924,2348 BRINELL AVE.   ,DS Designated Structure,24-016680,2024/08/20 00:00:00+00,2024/09/03 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,5000,2
596906.312480003,4802511.0,925,3360 BRISTOL DR.   ,SO Other Single Detached Dwelling,23-000804,2023/01/12 00:00:00+00,2023/01/24 00:00:00+00,Addition,Single Detached Dwelling,Final,,0,7200,4
597024.062520002,4802658.5,926,3408 BRISTOL DR.   ,SO Other Single Detached Dwelling,25-016593,2025/09/02 00:00:00+00,2025/09/22 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,1000,4
596960.516280002,4802799.89708,931,3438 BRISTOL DR.   ,SO Other Single Detached Dwelling,25-005532,2025/04/01 00:00:00+00,2025/05/21 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-103/25,1,150000,4
588287.750000002,4808014.5,936,2451 BRITANNIA RD.   ,DS Designated Structure,22-024534,2022/11/25 00:00:00+00,2022/12/13 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,3000,3
588287.750000002,4808014.5,937,2451 BRITANNIA RD.   ,DS Designated Structure,22-024534,2023/07/24 00:00:00+00,2023/09/01 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,3000,3
588287.750000002,4808014.5,938,2451 BRITANNIA RD.   ,PL Plumbing,22-014591,2022/07/12 00:00:00+00,2022/08/23 00:00:00+00,Septic System - Alteration,Single Detached Dwelling,Final,,,20000,3
588264.312480003,4807985.5,939,2443 BRITANNIA RD.   ,SF New Single Detached Dwelling,21-006838,2022/07/19 00:00:00+00,2022/08/09 00:00:00+00,Infill,Single Detached Dwelling,Final,ZC-012/21,0,10000,3
587958.765620003,4807380.54686,944,2252 BRITANNIA RD.   ,SO Other Single Detached Dwelling,24-000448,2024/01/08 00:00:00+00,2024/02/01 00:00:00+00,New,Detached Garage,Issued,ZC-604/23,0,200000,3
587958.765620003,4807380.54686,945,2252 BRITANNIA RD.   ,PL Plumbing,24-010623,2024/05/30 00:00:00+00,2024/09/03 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,50000,3
588666.720600002,4808299.32115,946,2566 BRITANNIA RD.   ,SO Other Single Detached Dwelling,22-005848,2022/07/14 00:00:00+00,2022/08/04 00:00:00+00,Addition,Single Detached Dwelling,Final,,0,0,3
591277.008360002,4811739.53747,948,5191 BRITANNIA RD.   ,SF New Single Detached Dwelling,25-013396,2025/07/18 00:00:00+00,2025/09/15 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-482/25,1,1300000,6
591277.008360002,4811739.53747,949,5191 BRITANNIA RD.   ,SO Other Single Detached Dwelling,25-015303,2025/08/12 00:00:00+00,2025/08/13 00:00:00+00,Demolition -Building,Single Detached Dwelling,Issued,,,20000,6
591277.008360002,4811739.53747,950,5191 BRITANNIA RD.   ,PL Plumbing,25-013725,2025/07/22 00:00:00+00,2025/09/10 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,45000,6
591189.062580002,4811665.59165,951,5087 BRITANNIA RD.   ,AP Agricultural,22-025548,2023/07/12 00:00:00+00,2023/08/22 00:00:00+00,New,Farm Storage Facility,Final,ZC-462/22,0,0,6
591189.062580002,4811665.59165,952,5087 BRITANNIA RD.   ,AP Agricultural,22-025548,2022/12/13 00:00:00+00,2023/02/23 00:00:00+00,New,Farm Storage Facility,Final,ZC-462/22,0,40000,6
587599.000000002,4807090.5,953,2135 BRITANNIA RD.   ,SO Other Single Detached Dwelling,23-023675,2023/12/18 00:00:00+00,2024/01/09 00:00:00+00,Addition,Attached Garage/Carport,Final,ZC-610/23,0,25000,3
587651.199990002,4807152.57811,954,2169 BRITANNIA RD.   ,SO Other Single Detached Dwelling,25-009020,2025/05/23 00:00:00+00,2025/08/14 00:00:00+00,New,Detached Garage,Issued,ZC-473/25,0,75000,3
587651.199990002,4807152.57811,955,2169 BRITANNIA RD.   ,SO Other Single Detached Dwelling,25-009013,2025/05/23 00:00:00+00,2025/07/10 00:00:00+00,New,Detached Garage,Issued,ZC-473/25,0,150000,3
587651.199990002,4807152.57811,956,2169 BRITANNIA RD.   ,SF New Single Detached Dwelling,25-009602,2025/05/29 00:00:00+00,2025/08/14 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-473/25,1,1200000,3
587651.199990002,4807152.57811,957,2169 BRITANNIA RD.   ,PL Plumbing,25-008494,2026/06/02 00:00:00+00,2026/06/04 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,0,3
587651.199990002,4807152.57811,958,2169 BRITANNIA RD.   ,SO Other Single Detached Dwelling,25-009768,2025/06/02 00:00:00+00,2025/06/12 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,25000,3
587651.199990002,4807152.57811,959,2169 BRITANNIA RD.   ,PL Plumbing,25-008494,2025/05/15 00:00:00+00,2025/07/24 00:00:00+00,Septic System - New,Single Detached Dwelling,Final,,,75000,3
587912.912470003,4807507.58128,960,2273 BRITANNIA RD.   ,SF New Single Detached Dwelling,24-011218,2025/05/16 00:00:00+00,2025/06/04 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-073/24,0,0,3
587912.912470003,4807507.58128,961,2273 BRITANNIA RD.   ,SF New Single Detached Dwelling,24-011218,2024/06/06 00:00:00+00,2024/09/05 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-073/24,1,3463000,3
587912.912470003,4807507.58128,962,2273 BRITANNIA RD.   ,SO Other Single Detached Dwelling,24-009132,2024/05/09 00:00:00+00,2024/05/22 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,5000,3
587912.912470003,4807507.58128,963,2273 BRITANNIA RD.   ,PL Plumbing,24-011378,2024/06/07 00:00:00+00,2024/07/18 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,50000,3
588501.836590002,4808229.48211,965,2495 BRITANNIA RD.   ,SF New Single Detached Dwelling,23-016729,2025/05/13 00:00:00+00,2025/07/11 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-381/23,1,0,3
588501.836590002,4808229.48211,966,2495 BRITANNIA RD.   ,SF New Single Detached Dwelling,23-016729,2023/08/24 00:00:00+00,2023/11/06 00:00:00+00,Infill,Single Detached Dwelling,Issued,ZC-381/23,1,3755000,3
588501.836590002,4808229.48211,968,2495 BRITANNIA RD.   ,SO Other Single Detached Dwelling,23-019278,2023/10/02 00:00:00+00,2023/10/12 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,5000,3
588501.836590002,4808229.48211,969,2495 BRITANNIA RD.   ,PL Plumbing,23-018206,2023/09/14 00:00:00+00,2023/10/20 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,20000,3
588799.035980002,4808454.21063,970,2596 BRITANNIA RD.   ,GP Institutional/Government,22-025446,2022/12/09 00:00:00+00,2023/04/26 00:00:00+00,Accessory Building - New,Institutional/Government Facility,Issued,,,50000,3
589184.750740002,4809063.16354,974,3029 BRITANNIA RD.   ,SO Other Single Detached Dwelling,25-022151,2025/11/20 00:00:00+00,2026/02/09 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-724/25,0,500000,3
589184.750740002,4809063.16354,975,3029 BRITANNIA RD.   ,PL Plumbing,25-023967,2025/12/15 00:00:00+00,2026/02/09 00:00:00+00,Septic System - New,Single Detached Dwelling,Issued,,,50000,3
591417.597560002,4811698.65114,976,5200 BRITANNIA RD.   ,AP Agricultural,23-001697,2023/10/20 00:00:00+00,2024/03/23 00:00:00+00,New,Farm Storage Facility,Final,,,0,6
591417.597560002,4811698.65114,977,5200 BRITANNIA RD.   ,AP Agricultural,23-001697,2023/01/31 00:00:00+00,2023/03/20 00:00:00+00,New,Farm Storage Facility,Final,,,175000,6
591417.597560002,4811698.65114,978,5200 BRITANNIA RD.   ,AP Agricultural,25-020848,2025/11/03 00:00:00+00,2026/01/06 00:00:00+00,New,Farm Storage Facility,Issued,ZC-797/25,,175000,6
591417.597560002,4811698.65114,979,5200 BRITANNIA RD.   ,AP Agricultural,24-003455,2024/02/27 00:00:00+00,2025/11/07 00:00:00+00,Addition,Agricultural Facility,Issued,ZC-122/24,,300000,6
591417.597560002,4811698.65114,980,5200 BRITANNIA RD.   ,AP Agricultural,24-005338,2024/03/22 00:00:00+00,2024/05/23 00:00:00+00,Addition,Agricultural Facility,Issued,ZC-182/24,,400000,6
591417.597560002,4811698.65114,981,5200 BRITANNIA RD.   ,AP Agricultural,24-017436,2024/08/28 00:00:00+00,2024/12/20 00:00:00+00,Addition,Agricultural Facility,Final,ZC-488/24,,1000000,6
591417.597560002,4811698.65114,983,5200 BRITANNIA RD.   ,AP Agricultural,24-012513,2024/06/25 00:00:00+00,2024/08/22 00:00:00+00,Addition,Agricultural Facility,Issued,ZC-382/24,,1500000,6
597169.750000002,4797153.5,985,439 BROCK AVE.   ,CP Commercial,23-022793,2023/12/04 00:00:00+00,2024/04/19 00:00:00+00,Renovation,Restaurant,Issued,ZC-721/23,,30000,2
597173.187520002,4797149.0,986,437 BROCK AVE.   ,CP Commercial,23-022793,2023/12/04 00:00:00+00,2024/04/19 00:00:00+00,Renovation,Restaurant,Issued,ZC-721/23,,30000,2
596977.277220002,4797259.93835,987,500 BROCK AVE.   ,M3 Multi-Res (Part 3),24-020671,2024/10/18 00:00:00+00,2024/12/03 00:00:00+00,Maglocks (No ZC Reqd),Apartment,Issued,,0,2000,2
596977.277220002,4797259.93835,988,500 BROCK AVE.   ,CP Commercial,25-004551,2025/03/17 00:00:00+00,2025/05/22 00:00:00+00,Renovation,Medical Office,Final,ZC-087/25,,383924,2
601791.000000002,4801994.5,991,5086 BROMLEY RD.   ,SO Other Single Detached Dwelling,24-013622,2024/07/08 00:00:00+00,2024/07/22 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,15000,5
601723.486000002,4801986.41391,992,5071 BROMLEY RD.   ,PL Plumbing,24-010662,2024/05/31 00:00:00+00,2024/06/03 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,7700,5
601811.486000002,4802078.41391,993,5103 BROMLEY RD.   ,SO Other Single Detached Dwelling,23-001563,2023/01/27 00:00:00+00,2023/03/08 00:00:00+00,New,Attached Deck,Final,,0,48000,5
601879.841950002,4802140.49429,995,5127 BROMLEY RD.   ,PL Plumbing,24-016907,2024/08/23 00:00:00+00,2024/08/23 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,5500,5
602300.154410003,4802471.07311,997,5269 BROMLEY RD.   ,PL Plumbing,22-024445,2022/11/24 00:00:00+00,2022/11/25 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,12500,5
602328.716930002,4802486.07311,998,5275 BROMLEY RD.   ,PL Plumbing,24-007278,2024/04/16 00:00:00+00,2024/04/29 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,12000,5
590924.022970002,4793460.47977,1000,1056 BROOK VIEW AVE.   ,SO Other Single Detached Dwelling,25-005806,2025/04/03 00:00:00+00,2025/04/28 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,6000,1
594215.297700002,4799648.99891,1002,1619 BROOKBRIDGE DR.   ,SO Other Single Detached Dwelling,25-006594,2025/04/16 00:00:00+00,2025/07/04 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-160/25,1,80000,1
599546.250000002,4799157.0,1003,223 BROOKFIELD AVE.   ,SO Other Single Detached Dwelling,24-013233,2024/07/05 00:00:00+00,2024/08/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,100000,4
599493.687520002,4799100.5,1004,233 BROOKFIELD AVE.   ,PL Plumbing,25-023265,2025/12/03 00:00:00+00,2025/12/16 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,7730,4
602230.025520002,4802348.00156,1005,5247 BROUGHTON CRES.   ,SO Other Single Detached Dwelling,24-022939,2024/11/22 00:00:00+00,2025/01/07 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,3000,5
602121.000000002,4802188.0,1007,5199 BROUGHTON CRES.   ,SO Other Single Detached Dwelling,22-009334,2024/10/28 00:00:00+00,2024/11/13 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-063/22,0,0,5
601377.875000002,4801998.0,1010,273 BRYANT CRES.   ,SO Other Single Detached Dwelling,23-005401,2023/03/30 00:00:00+00,2023/04/20 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,5
601139.250000002,4802287.0,1013,390 BRYANT CRES.   ,SO Other Single Detached Dwelling,24-008750,2024/05/06 00:00:00+00,2024/05/22 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,24272,5
601219.000000002,4802353.5,1015,407 BRYANT CRES.   ,SO Other Single Detached Dwelling,22-018538,2022/08/25 00:00:00+00,2022/09/09 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,12000,5
601219.000000002,4802353.5,1016,407 BRYANT CRES.   ,SO Other Single Detached Dwelling,25-011505,2025/06/23 00:00:00+00,2025/09/19 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-217/25,0,250000,5
586279.721340002,4806409.08441,1017,1140 BRYN MAWR LANE   ,SO Other Single Detached Dwelling,25-014976,2025/08/08 00:00:00+00,2025/08/18 00:00:00+00,Addition,Attached Deck,Final,ZC-688/25,0,10000,3
593052.375000002,4799932.0,1018,2128 BUCKINGHAM CRT.   ,SO Other Single Detached Dwelling,23-019132,2023/09/28 00:00:00+00,2023/12/04 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-624/23,0,10000,1
595271.531230003,4800448.70338,1019,1312 BUNNELL DR.   ,PL Plumbing,26-006494,2026/04/08 00:00:00+00,2026/04/23 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,13500,3
595227.359540002,4800474.41248,1020,1315 BUNNELL DR.   ,PL Plumbing,25-008498,2025/05/14 00:00:00+00,2025/05/16 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,5000,3
595208.250570002,4800450.37986,1021,1323 BUNNELL DR.   ,SO Other Single Detached Dwelling,22-017647,2022/08/16 00:00:00+00,2022/12/07 00:00:00+00,Repair,Single Detached Dwelling,Issued,,0,7000,3
595137.502100002,4800375.07106,1023,1361 BUNNELL DR.   ,PL Plumbing,24-021416,2024/10/30 00:00:00+00,2024/10/31 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,2450,3
595058.736780003,4800390.58566,1024,1376 BUNNELL DR.   ,SO Other Single Detached Dwelling,23-001425,2023/01/24 00:00:00+00,2023/02/07 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,40000,3
597544.250000002,4805766.5,1026,5018 BUNTON CRES.   ,SO Other Single Detached Dwelling,24-019411,2024/09/27 00:00:00+00,2024/10/31 00:00:00+00,New,Attached Deck,Final,ZC-616/24,0,10000,5
