X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE,RESUNITS,CONSTRUCTVALUE,PROPINFOVALUE_WARD
595645.833990002,4797722.35837,4656,900 MAPLE AVE.   ,CP Commercial,25-018465,2025/09/25 00:00:00+00,2025/10/21 00:00:00+00,Renovation,Retail Store,Final,ZC-825/25,,42,1
595645.833990002,4797722.35837,4657,900 MAPLE AVE.   ,CP Commercial,22-020959,2022/09/28 00:00:00+00,2023/01/18 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Final,,,1000,1
595645.833990002,4797722.35837,4664,900 MAPLE AVE.   ,CP Commercial,22-018036,2022/08/19 00:00:00+00,2022/11/03 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,ZEXM-023/22,,40000,1
595645.833990002,4797722.35837,4665,900 MAPLE AVE.   ,CP Commercial,25-016692,2025/09/02 00:00:00+00,2025/10/07 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Final,,,42170,1
595645.833990002,4797722.35837,4667,900 MAPLE AVE.   ,CP Commercial,24-003433,2024/02/27 00:00:00+00,2024/03/25 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZC-109/24,,100000,1
595645.833990002,4797722.35837,4668,900 MAPLE AVE.   ,CP Commercial,24-002736,2024/02/15 00:00:00+00,2024/05/10 00:00:00+00,Renovation,Retail Store,Final,ZC-042/24,,150000,1
595645.833990002,4797722.35837,4669,900 MAPLE AVE.   ,CP Commercial,25-006769,2025/04/22 00:00:00+00,2025/08/18 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-219/25,,165082,1
595645.833990002,4797722.35837,4672,900 MAPLE AVE.   ,CP Commercial,23-005729,2023/04/04 00:00:00+00,2024/01/02 00:00:00+00,Renovation,Retail Store,Final,ZC-299/23,,200000,1
595645.833990002,4797722.35837,4673,900 MAPLE AVE.   ,CP Commercial,24-010654,2024/05/31 00:00:00+00,2024/06/20 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-325/24,,200000,1
595645.833990002,4797722.35837,4674,900 MAPLE AVE.   ,CP Commercial,24-024581,2024/12/23 00:00:00+00,2025/02/28 00:00:00+00,Renovation,Retail Store,Final,ZC-772/24,,200000,1
595645.833990002,4797722.35837,4675,900 MAPLE AVE.   ,CP Commercial,26-002193,2026/02/04 00:00:00+00,2026/06/03 00:00:00+00,Renovation,Retail Store,Issued,ZC-040/26,,200000,1
595645.833990002,4797722.35837,4677,900 MAPLE AVE.   ,CP Commercial,22-022793,2022/10/27 00:00:00+00,2023/01/12 00:00:00+00,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Final,,,217798,1
595645.833990002,4797722.35837,4678,900 MAPLE AVE.   ,CP Commercial,22-021401,2022/10/06 00:00:00+00,2022/11/17 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Final,,,225000,1
595645.833990002,4797722.35837,4679,900 MAPLE AVE.   ,CP Commercial,25-021093,2025/11/04 00:00:00+00,2026/01/22 00:00:00+00,Renovation,Retail Store,Final,ZC-905/25,,225000,1
595645.833990002,4797722.35837,4680,900 MAPLE AVE.   ,CP Commercial,22-016024,2022/07/27 00:00:00+00,2022/08/19 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-044/22,,230000,1
595645.833990002,4797722.35837,4681,900 MAPLE AVE.   ,CP Commercial,24-000548,2024/01/08 00:00:00+00,2024/03/18 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZC-932/23,,250000,1
595645.833990002,4797722.35837,4682,900 MAPLE AVE.   ,CP Commercial,26-005536,2026/03/24 00:00:00+00,2026/05/12 00:00:00+00,Renovation,Restaurant,Issued,ZC-118/26,,250000,1
595645.833990002,4797722.35837,4683,900 MAPLE AVE.   ,CP Commercial,23-002085,2023/02/06 00:00:00+00,2023/04/12 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Final,,,265000,1
595645.833990002,4797722.35837,4685,900 MAPLE AVE.   ,CP Commercial,23-012648,2023/06/26 00:00:00+00,2023/07/21 00:00:00+00,Renovation,Retail Store,Final,ZC-547/23,,280000,1
595645.833990002,4797722.35837,4687,900 MAPLE AVE.   ,CP Commercial,23-014760,2023/07/27 00:00:00+00,2023/10/11 00:00:00+00,Renovation,Retail Store,Final,ZC-572/23,,300000,1
595645.833990002,4797722.35837,4688,900 MAPLE AVE.   ,CP Commercial,24-013126,2024/07/04 00:00:00+00,2024/07/19 00:00:00+00,Renovation,Retail Store,Final,ZC-413/24,,300000,1
595645.833990002,4797722.35837,4689,900 MAPLE AVE.   ,CP Commercial,24-018948,2024/09/20 00:00:00+00,2024/11/19 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZC-597/24,,300000,1
595645.833990002,4797722.35837,4690,900 MAPLE AVE.   ,CP Commercial,25-008485,2025/05/15 00:00:00+00,2025/06/25 00:00:00+00,Renovation,Restaurant,Final,ZC-248/25,,300000,1
595645.833990002,4797722.35837,4691,900 MAPLE AVE.   ,CP Commercial,22-017426,2022/08/12 00:00:00+00,2022/10/25 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZEXM-047/22,,317312,1
595645.833990002,4797722.35837,4692,900 MAPLE AVE.   ,CP Commercial,22-014750,2022/07/13 00:00:00+00,2022/09/26 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Final,ZEXM-033/22,,343400,1
595645.833990002,4797722.35837,4696,900 MAPLE AVE.   ,CP Commercial,22-016171,2022/07/28 00:00:00+00,2022/10/18 00:00:00+00,Renovation (No ZC Reqd),Retail Store,Final,ZEXM-014/22,,413216,1
595645.833990002,4797722.35837,4697,900 MAPLE AVE.   ,CP Commercial,25-023994,2025/12/16 00:00:00+00,2026/03/20 00:00:00+00,Renovation (No ZC Reqd),Commercial - Retail,Issued,,,450000,1
595645.833990002,4797722.35837,4698,900 MAPLE AVE.   ,CP Commercial,24-010825,2024/06/04 00:00:00+00,2024/08/12 00:00:00+00,Renovation,Retail Store,Final,ZC-288/24,,475000,1
595645.833990002,4797722.35837,4699,900 MAPLE AVE.   ,CP Commercial,24-013870,2024/07/10 00:00:00+00,2024/12/06 00:00:00+00,Renovation,Retail Store,Final,,,475000,1
595645.833990002,4797722.35837,4700,900 MAPLE AVE.   ,CP Commercial,24-018625,2024/09/17 00:00:00+00,2024/10/10 00:00:00+00,Demolition- Internal,Commercial - Retail,Final,ZC-620/24,,500000,1
595645.833990002,4797722.35837,4703,900 MAPLE AVE.   ,CP Commercial,24-022748,2024/11/19 00:00:00+00,2025/01/17 00:00:00+00,Renovation,Commercial - Retail,Final,ZC-717/24,,750000,1
595645.833990002,4797722.35837,4704,900 MAPLE AVE.   ,CP Commercial,23-002389,2023/02/13 00:00:00+00,2023/04/19 00:00:00+00,Repair (No ZC Reqd),Commercial - Retail,Issued,,,1000000,1
595645.833990002,4797722.35837,4705,900 MAPLE AVE.   ,CP Commercial,24-004972,2024/03/19 00:00:00+00,2024/05/13 00:00:00+00,Renovation,Retail Store,Final,ZC-179/24,,1000000,1
595645.833990002,4797722.35837,4706,900 MAPLE AVE.   ,CP Commercial,25-020412,2025/10/27 00:00:00+00,2025/11/18 00:00:00+00,Renovation,Retail Store,Final,ZC-846/25,,1200000,1
595645.833990002,4797722.35837,4707,900 MAPLE AVE.   ,CP Commercial,25-010815,2025/06/13 00:00:00+00,2025/09/09 00:00:00+00,Renovation,Retail Store,Final,ZC-434/25,,1384670.4,1
595645.833990002,4797722.35837,4708,900 MAPLE AVE.   ,CP Commercial,23-006685,2023/04/19 00:00:00+00,2023/11/28 00:00:00+00,Renovation,Retail Store,Final,ZC-306/23,,1478047,1
595645.833990002,4797722.35837,4709,900 MAPLE AVE.   ,CP Commercial,25-024195,2025/12/18 00:00:00+00,2026/01/14 00:00:00+00,Fire Alarm (no ZC required),Retail Store,Issued,,,2000000,1
597066.844470003,4796987.88091,4712,442 MAPLE AVE.   ,M9 Multi-Res (Part 9),22-025701,2022/12/16 00:00:00+00,2023/06/14 00:00:00+00,Repair,Row Townhouse,Final,,0,20000,1
597066.844470003,4796987.88091,4713,442 MAPLE AVE.   ,M3 Multi-Res (Part 3),22-012844,2022/06/21 00:00:00+00,2022/07/18 00:00:00+00,Accessory Building - New,Apartment,Issued,ZC-159/22,0,30000,1
597066.844470003,4796987.88091,4714,442 MAPLE AVE.   ,M9 Multi-Res (Part 9),25-011550,2025/06/24 00:00:00+00,2025/08/07 00:00:00+00,Repair,Row Townhouse,Final,ZC-541/25,0,143591,1
596887.914800002,4797068.07356,4717,480 MAPLE AVE.   ,M3 Multi-Res (Part 3),22-018035,2022/08/19 00:00:00+00,2022/10/07 00:00:00+00,Repair (No ZC Reqd),Apartment,Final,,0,50000,1
596709.910050002,4797261.67377,4718,551 MAPLE AVE.   ,M3 Multi-Res (Part 3),24-008699,2024/05/03 00:00:00+00,2024/09/27 00:00:00+00,Renovation (No ZC Reqd),Apartment,Final,,0,20000,2
595750.032180002,4798023.77756,4721,895 MAPLE AVE.  UNIT 636,M9 Multi-Res (Part 9),26-008053,2026/04/29 00:00:00+00,2026/05/22 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Issued,,0,10000,2
596755.187520002,4797341.0,4725,1270 MAPLE CROSSING BLVD.   ,M3 Multi-Res (Part 3),25-013553,2025/07/21 00:00:00+00,2025/10/07 00:00:00+00,Renovation,Apartment,Final,,0,384505.74,2
596755.187520002,4797341.0,4726,1270 MAPLE CROSSING BLVD.   ,PL Plumbing,26-001436,2026/01/22 00:00:00+00,2026/02/17 00:00:00+00,Internal Plumbing - Alter/Replace,Multi-Residential (Part 3),Issued,,,2000000,2
596826.117270002,4797390.67132,4727,1276 MAPLE CROSSING BLVD.   ,M3 Multi-Res (Part 3),23-015550,2023/08/08 00:00:00+00,2024/02/06 00:00:00+00,Renovation,Apartment,Final,ZC-558/23,0,90000,2
598604.000160002,4800026.00572,4728,561 MAPLEHILL DR.   ,SO Other Single Detached Dwelling,24-012208,2024/06/20 00:00:00+00,2024/08/08 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-058/24,0,100000,4
598543.875000002,4800025.0,4730,574 MAPLEHILL DR.   ,PL Plumbing,24-018279,2024/09/12 00:00:00+00,2024/09/16 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Issued,,,18550,4
596530.451550002,4798931.40097,4733,2073 MAPLEWOOD DR.   ,SO Other Single Detached Dwelling,23-016849,2023/08/25 00:00:00+00,2023/10/20 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-402/23,0,100000,2
596784.248780002,4799200.04843,4734,2171 MAPLEWOOD DR.   ,SO Other Single Detached Dwelling,22-017355,2022/08/12 00:00:00+00,2022/09/29 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,ZEXM-040/22,0,80000,2
596558.312480003,4798897.0,4735,2072 MAPLEWOOD DR.   ,SO Other Single Detached Dwelling,25-002830,2025/02/18 00:00:00+00,2025/03/20 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-727/24,0,300000,2
596558.312480003,4798897.0,4736,2072 MAPLEWOOD DR.   ,PL Plumbing,25-006797,2025/04/17 00:00:00+00,2025/05/05 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,5000,2
596590.187520002,4798931.0,4737,2084 MAPLEWOOD DR.   ,SO Other Single Detached Dwelling,22-024910,2022/12/01 00:00:00+00,2023/01/24 00:00:00+00,New,Attached Deck,Issued,ZC-429/22,0,40000,2
596715.875000002,4799062.5,4739,2132 MAPLEWOOD DR.   ,SO Other Single Detached Dwelling,25-011140,2025/06/18 00:00:00+00,2025/06/26 00:00:00+00,New,Attached Deck,Final,ZC-182/25,0,30000,2
595062.029360002,4806485.20716,4742,3347 MARBLE GATE   ,SO Other Single Detached Dwelling,23-014376,2023/07/21 00:00:00+00,2023/10/20 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-082/23,1,80000,6
601417.062480003,4801171.0,4743,156 MARGUERITE LANE   ,DS Designated Structure,22-015779,2022/07/25 00:00:00+00,2022/08/15 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,35000,4
597363.283590002,4797911.03772,4746,2025 MARIA ST.   ,CP Commercial,22-023680,2022/11/11 00:00:00+00,2023/01/04 00:00:00+00,Renovation,Office,Final,ZC-643/22,,650000,2
596935.750000002,4803295.0,4747,3504 MARION CRT.   ,DS Designated Structure,23-018682,2023/09/20 00:00:00+00,2023/10/16 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,20000,4
596631.138200003,4796831.83524,4748,510 MARKAY COMMON   ,SF New Single Detached Dwelling,23-006649,2023/04/19 00:00:00+00,2024/03/25 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-172/22,1,636723.4,1
596620.661220002,4796838.42077,4749,512 MARKAY COMMON   ,SF New Single Detached Dwelling,23-006673,2023/04/19 00:00:00+00,2024/03/26 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-172/22,1,537505,1
596608.388180003,4796846.80236,4750,514 MARKAY COMMON   ,SF New Single Detached Dwelling,23-006513,2023/04/18 00:00:00+00,2024/03/26 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-172/22,1,760000,1
598812.500000002,4798451.5,4756,266 MARKET ST.   ,PL Plumbing,25-016342,2025/08/28 00:00:00+00,2025/09/15 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Issued,,,10000,2
595525.250000002,4797307.5,4757,1053 MARLEY CRES.   ,SO Other Single Detached Dwelling,25-008903,2025/05/22 00:00:00+00,2025/07/18 00:00:00+00,Renovation,Detached Garage,Issued,ZC-127/25,0,100000,1
595525.250000002,4797307.5,4758,1053 MARLEY CRES.   ,PL Plumbing,25-020866,2025/11/03 00:00:00+00,2025/11/13 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,10000,1
595388.312480003,4797283.5,4759,1103 MARLEY CRES.   ,PL Plumbing,25-011880,2025/06/27 00:00:00+00,2025/07/07 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,1200,1
595388.312480003,4797283.5,4760,1103 MARLEY CRES.   ,PL Plumbing,25-006840,2025/04/22 00:00:00+00,2025/05/08 00:00:00+00,Sanitary Sewer Conversion,Single Detached Dwelling,Final,,,10000,1
595372.875000002,4797267.0,4762,1107 MARLEY CRES.   ,SO Other Single Detached Dwelling,24-005038,2024/03/20 00:00:00+00,2024/04/19 00:00:00+00,New,Attached Deck,Final,,0,17000,1
595311.125000002,4796998.5,4763,686 MARLEY RD.   ,SO Other Single Detached Dwelling,24-023738,2024/12/06 00:00:00+00,2025/01/22 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-226/24,0,20000,1
595311.125000002,4796998.5,4764,686 MARLEY RD.   ,SO Other Single Detached Dwelling,23-009192,2023/05/19 00:00:00+00,2023/06/21 00:00:00+00,New,Attached Deck,Final,ZC-707/22,0,25000,1
595311.125000002,4796998.5,4765,686 MARLEY RD.   ,SO Other Single Detached Dwelling,23-009196,2023/05/19 00:00:00+00,2023/05/31 00:00:00+00,New (No ZC Reqd),Accessory Building,Final,,0,25000,1
595251.875000002,4797029.0,4766,699 MARLEY RD.   ,M9 Multi-Res (Part 9),23-019436,2023/07/14 00:00:00+00,2023/10/11 00:00:00+00,Repair (No ZC Reqd),Row Townhouse,Final,,0,480000,1
597496.125000002,4798118.0,4767,502 MARTHA ST.   ,DS Designated Structure,22-018021,2022/08/18 00:00:00+00,2022/10/28 00:00:00+00,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,,,50000,2
597509.250000002,4798173.0,4769,511 MARTHA ST.   ,SO Other Single Detached Dwelling,25-013359,2025/07/18 00:00:00+00,2025/07/28 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,60000,2
597745.812480003,4797989.5,4770,431 MARTHA ST.   ,DS Designated Structure,24-007027,2024/04/15 00:00:00+00,2024/06/19 00:00:00+00,Retaining Wall,Multi-Residential (Part 3),Final,,,40000,2
597864.111940002,4797804.51367,4773,370 MARTHA ST.   ,CP Commercial,25-006464,2025/12/03 00:00:00+00,2026/01/27 00:00:00+00,Renovation (No ZC Reqd),Restaurant,Issued,ZC-124/25,,0,2
597864.111940002,4797804.51367,4774,370 MARTHA ST.   ,CP Commercial,25-021814,2025/11/14 00:00:00+00,2026/03/12 00:00:00+00,Renovation,Restaurant,Issued,ZC-965/25,,225000,2
597864.111940002,4797804.51367,4775,370 MARTHA ST.   ,CP Commercial,25-006464,2025/04/15 00:00:00+00,2026/03/11 00:00:00+00,Renovation,Restaurant,Issued,ZC-124/25,,550000,2
595882.312480003,4801352.5,4776,2438 MARTIN CRT.   ,SS Semi-Detached Dwelling,26-004847,2026/03/16 00:00:00+00,2026/04/08 00:00:00+00,Renovation (No ZC Reqd),Semi-Detached Dwelling,Issued,,0,3075,3
596314.250000002,4800708.0,4778,2384 MARYVALE CRT.   ,M9 Multi-Res (Part 9),25-004564,2025/03/17 00:00:00+00,2025/05/06 00:00:00+00,Renovation,Row Townhouse,Final,,0,45151.84,3
596357.750000002,4800665.5,4779,2398 MARYVALE CRT.   ,SO Other Single Detached Dwelling,25-013075,2025/07/15 00:00:00+00,2025/09/02 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-445/25,1,43934.8,3
596433.062520002,4800716.5,4781,2422 MARYVALE CRT.   ,PL Plumbing,24-015562,2024/08/07 00:00:00+00,2024/08/08 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6575,3
596438.312480003,4800722.0,4782,2424 MARYVALE CRT.   ,PL Plumbing,24-016782,2024/08/22 00:00:00+00,2024/08/23 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6575,3
596443.886060002,4800726.14858,4783,2426 MARYVALE CRT.   ,PL Plumbing,24-015526,2024/08/07 00:00:00+00,2024/08/12 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6375,3
596434.143800003,4800751.8282,4784,2430 MARYVALE CRT.   ,PL Plumbing,25-003059,2025/02/21 00:00:00+00,2025/02/25 00:00:00+00,Backwater Valve,Multi-Residential (Part 9),Final,,,6600,3
596393.912150002,4800733.65348,4785,2433 MARYVALE CRT.   ,PL Plumbing,25-014874,2025/08/07 00:00:00+00,2025/08/25 00:00:00+00,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,,,4000,3
596393.912150002,4800733.65348,4786,2433 MARYVALE CRT.   ,PL Plumbing,24-016771,2024/08/22 00:00:00+00,2024/08/23 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6575,3
596388.500000002,4800739.0,4787,2435 MARYVALE CRT.   ,PL Plumbing,25-014791,2025/08/05 00:00:00+00,2025/08/07 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,6900,3
596382.745640002,4800800.94784,4788,2448 MARYVALE CRT.   ,PL Plumbing,24-018392,2024/09/13 00:00:00+00,2024/09/16 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,7571,3
596378.040810002,4800805.54724,4789,2450 MARYVALE CRT.   ,PL Plumbing,24-015696,2024/08/09 00:00:00+00,2024/08/15 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,7400,3
601728.000000002,4803713.0,4791,505 MATHEWMAN CRES.   ,SO Other Single Detached Dwelling,25-018467,2025/09/25 00:00:00+00,2025/10/14 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,100000,5
601641.312520002,4803798.0,4793,521 MATHEWMAN CRES.   ,SO Other Single Detached Dwelling,25-017013,2025/09/08 00:00:00+00,2025/10/27 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-726/25,1,82000,5
601550.530520002,4803813.23627,4794,530 MATHEWMAN CRES.   ,SO Other Single Detached Dwelling,26-002436,2026/02/05 00:00:00+00,2026/03/02 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,45000,5
601593.625000002,4803770.5,4795,522 MATHEWMAN CRES.   ,SO Other Single Detached Dwelling,24-006496,2024/04/05 00:00:00+00,2024/05/02 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,140000,5
599546.662730002,4799265.19552,4796,3229 MAYFAIR PL.   ,SF New Single Detached Dwelling,23-006002,2023/04/11 00:00:00+00,2023/05/19 00:00:00+00,Infill,Single Detached Dwelling,Final,ZC-708/22,1,1000000,4
599546.662730002,4799265.19552,4797,3229 MAYFAIR PL.   ,SO Other Single Detached Dwelling,22-022060,2022/10/17 00:00:00+00,2023/03/16 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,100000,4
598199.562520002,4798815.0,4798,454 MAYZEL RD.   ,SO Other Single Detached Dwelling,25-016112,2025/08/25 00:00:00+00,2025/12/19 00:00:00+00,New,Accessory Dwelling Units,Issued,,1,57000,2
598067.128530002,4799017.5649,4800,517 MAYZEL RD.   ,SO Other Single Detached Dwelling,26-007665,2026/04/24 00:00:00+00,2026/06/03 00:00:00+00,Addition,Single Detached Dwelling,Issued,ZC-1056/25,0,250000,2
600466.750000002,4801159.0,4802,356 MC NICHOL CRES.   ,SO Other Single Detached Dwelling,22-025470,2022/12/12 00:00:00+00,2022/12/20 00:00:00+00,New,Accessory Building,Issued,ZC-504/22,0,32000,4
600484.812520002,4801147.0,4803,352 MC NICHOL CRES.   ,SO Other Single Detached Dwelling,23-004301,2023/03/16 00:00:00+00,2023/04/14 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-732/22,0,700000,4
600564.750000002,4801142.5,4804,332 MC NICHOL CRES.   ,SO Other Single Detached Dwelling,24-008456,2024/05/01 00:00:00+00,2024/05/08 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,30000,4
600173.364210002,4800911.5688,4807,4117 MCINTOSH PL.   ,SF New Single Detached Dwelling,24-011363,2024/06/07 00:00:00+00,2024/08/06 00:00:00+00,New,Single Detached Dwelling,Issued,ZC-077/24,1,1200000,4
600173.364210002,4800911.5688,4808,4117 MCINTOSH PL.   ,SO Other Single Detached Dwelling,23-003018,2023/02/23 00:00:00+00,2023/03/06 00:00:00+00,Demolition -Building,Single Detached Dwelling,Final,,,10000,4
597110.250000002,4804422.5,4809,2058 MCKERLIE CRES.   ,SO Other Single Detached Dwelling,24-008483,2024/05/01 00:00:00+00,2024/06/03 00:00:00+00,New,Attached Deck,Final,ZC-045/24,0,85000,6
597292.500000002,4804598.5,4812,2028 MCKERLIE CRES.   ,SO Other Single Detached Dwelling,25-012669,2025/07/09 00:00:00+00,2025/07/18 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,8000,6
597149.428610003,4804501.46113,4813,2049 MCKERLIE CRES.   ,SO Other Single Detached Dwelling,26-004579,2026/03/12 00:00:00+00,2026/03/25 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,23733,6
585894.045340003,4806964.88211,4814,6468 MCNIVEN CRT.   ,SO Other Single Detached Dwelling,23-015149,2023/08/01 00:00:00+00,2023/10/04 00:00:00+00,New,Accessory Building,Final,ZC-352/23,0,20000,3
585894.045340003,4806964.88211,4815,6468 MCNIVEN CRT.   ,SO Other Single Detached Dwelling,23-010563,2023/06/05 00:00:00+00,2023/06/30 00:00:00+00,Addition,Single Detached Dwelling,Final,ZC-352/23,0,500000,3
586438.375000002,4807906.0,4823,6306 MCNIVEN RD.   ,PL Plumbing,22-014256,2022/07/07 00:00:00+00,2022/09/21 00:00:00+00,Septic System - New,Single Detached Dwelling,Final,,,40000,3
586041.772950002,4807713.50082,4824,6410 MCNIVEN RD.   ,SO Other Single Detached Dwelling,24-005973,2024/04/02 00:00:00+00,2024/08/12 00:00:00+00,New,Detached Garage,Final,ZC-847/23,0,550000,3
586041.772950002,4807713.50082,4825,6410 MCNIVEN RD.   ,PL Plumbing,24-005988,2024/03/28 00:00:00+00,2024/08/02 00:00:00+00,Septic System - New,Single Detached Dwelling,Final,,,20000,3
595109.562520002,4803734.0,4829,3256 MEAD CRES.   ,SO Other Single Detached Dwelling,25-023186,2025/12/02 00:00:00+00,2025/12/19 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,75000,6
595199.312480003,4803717.0,4830,3268 MEAD CRES.   ,SO Other Single Detached Dwelling,25-014517,2025/08/01 00:00:00+00,2025/08/18 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,10000,6
595240.062520002,4803782.0,4832,3275 MEAD CRES.   ,SO Other Single Detached Dwelling,25-019511,2025/10/14 00:00:00+00,2025/10/28 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,10000,6
595165.562520002,4803775.0,4833,3265 MEAD CRES.   ,SO Other Single Detached Dwelling,26-008704,2026/05/07 00:00:00+00,2026/05/28 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,50000,6
601094.355510002,4803943.92714,4834,674 MEADOW LANE   ,SO Other Single Detached Dwelling,24-000810,2024/01/10 00:00:00+00,2024/01/30 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,25000,5
601109.389300003,4803979.35943,4835,678 MEADOW LANE   ,SO Other Single Detached Dwelling,23-021202,2023/11/06 00:00:00+00,2024/01/09 00:00:00+00,New,Attached Deck,Final,ZC-535/23,0,7500,5
594844.016870002,4800738.09556,4837,2144 MEADOWBROOK RD.   ,SO Other Single Detached Dwelling,24-005503,2024/03/26 00:00:00+00,2024/05/14 00:00:00+00,New,Accessory Dwelling Units,Final,ZC-156/24,1,50000,3
594798.187520002,4800839.5,4838,2157 MEADOWBROOK RD.   ,PL Plumbing,25-003981,2025/03/06 00:00:00+00,2025/03/12 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,9000,3
595095.612220002,4800200.33563,4839,2064 MEADOWBROOK RD.   ,PL Plumbing,25-000261,2025/01/03 00:00:00+00,2025/01/16 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,4000,3
594845.437480003,4800497.0,4840,2116 MEADOWBROOK RD.   ,SO Other Single Detached Dwelling,24-017684,2024/09/03 00:00:00+00,2024/09/17 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Final,,0,1000,3
594845.437480003,4800497.0,4841,2116 MEADOWBROOK RD.   ,M9 Multi-Res (Part 9),23-018210,2023/09/13 00:00:00+00,2023/10/01 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Final,,0,20000,3
594795.750000002,4800693.5,4842,2139 MEADOWBROOK RD.   ,PL Plumbing,25-005699,2025/04/03 00:00:00+00,2025/05/13 00:00:00+00,Internal Plumbing - New,Single Detached Dwelling,Final,,,9000,3
594799.260750002,4800819.17113,4844,2155 MEADOWBROOK RD.   ,SO Other Single Detached Dwelling,23-022195,2023/11/22 00:00:00+00,2023/11/30 00:00:00+00,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,,0,100000,3
595104.812480003,4801141.5,4845,2259 MEADOWBROOK RD.   ,SO Other Single Detached Dwelling,25-011878,2025/06/27 00:00:00+00,2025/07/18 00:00:00+00,New,Detached Garage,Final,ZC-515/25,0,15000,3
595104.812480003,4801141.5,4846,2259 MEADOWBROOK RD.   ,PL Plumbing,24-015523,2024/08/07 00:00:00+00,2024/08/08 00:00:00+00,Backwater Valve,Single Detached Dwelling,Final,,,4000,3
594847.840000003,4800317.55672,4847,2085 MEADOWBROOK RD.  UNIT 9,M9 Multi-Res (Part 9),23-006181,2023/04/12 00:00:00+00,2023/04/27 00:00:00+00,Renovation (No ZC Reqd),Row Townhouse,Issued,,0,10000,3
